basketball-v2/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,basketball-v2/TerminationRate,GaussianMLPPolicy/Entropy,basketball-v2/AverageReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,GaussianMLPPolicy/KLBefore,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,basketball-v2/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Iteration,MetaTest/Average/Iteration,MetaTest/basketball-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,basketball-v2/MinReturn,Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/StdReturn,Average/SuccessRate,Average/Iteration,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/MinReturn
42,9.00644744750503,0.0005313445581123233,0.006714674178510904,0.0,5.460229396820068,37.06685047410071,33.57506879418881,0.0,0.0,0.0,9.00644744750503,33.57506879418881,3.7225778869376462,52.062643121109964,33.575068794188795,52.062643121109964,0.0,440.68985952194276,200,0.0,0.0,-0.001473536598496139,50,42,42,42,70.90178802556116,0.0,3.7225778869376462,440.68985952194276,50,37.06685047410071,33.575068794188795,4.76830774720851,8600000,200,-0.0009421920403838158,70.90178802556116,0.0,42,514.6621046116088,514.6621046116088,4.76830774720851
43,9.567306121023082,0.00018224382074549794,0.006492464803159237,0.0,5.481227397918701,44.76177134882905,26.599537482554926,0.0,0.0,0.0,9.567306121023082,26.599537482554926,3.069775911102543,79.62353819556027,26.59953748255492,79.62353819556027,0.0,518.1522773259127,200,0.0,0.0,0.000595518562477082,50,43,43,43,33.1210849229743,0.0,3.069775911102543,518.1522773259127,50,44.76177134882905,26.59953748255492,3.1335433098820022,8800000,200,0.00077776238322258,33.1210849229743,0.0,43,216.43474628504345,216.43474628504345,3.1335433098820022
44,7.891998108509861,0.000639964098809287,0.006420256104320288,0.0,5.5025482177734375,35.15058716770028,25.602977568495408,0.0,0.0,0.0,7.891998108509861,25.602977568495408,4.887910906012226,56.19149290613325,25.602977568495408,56.19149290613325,0.0,483.8423889849035,200,0.0,0.0,0.0004189767932984978,50,44,44,44,19.900498375030164,0.0,4.887910906012226,483.8423889849035,50,35.15058716770028,25.602977568495408,3.8476768827632895,9000000,200,0.0010589408921077847,19.900498375030164,0.0,44,88.0034960614598,88.0034960614598,3.8476768827632895
45,9.894983539709573,0.0002614110926515423,0.00995396263897419,0.0,5.525320529937744,51.82577152597296,56.040729379510715,0.0,0.0,0.0,9.894983539709573,56.040729379510715,3.527585291645135,114.59795393382637,56.0407293795107,114.59795393382637,0.0,902.3908619886333,200,0.0,0.0,0.0001006881138891913,50,45,45,45,129.15525712095965,0.0,3.527585291645135,902.3908619886333,50,51.82577152597296,56.0407293795107,4.0483039343359435,9200000,200,0.0003620992065407336,129.15525712095965,0.0,45,646.37188443488,646.37188443488,4.0483039343359435
46,7.945880487740202,0.0007892966968938708,0.009947741404175758,0.0,5.516095161437988,43.00835282221728,51.131366510112905,0.0,0.0,0.0,7.945880487740202,51.131366510112905,2.980762319416981,94.00046565177458,51.13136651011292,94.00046565177458,0.0,644.075059578424,200,0.0,0.0,-0.001320156268775463,50,46,46,46,96.07076186862314,0.0,2.980762319416981,644.075059578424,50,43.00835282221728,51.13136651011292,2.9480630604038067,9400000,200,-0.0005308595718815923,96.07076186862314,0.0,46,440.5461009261464,440.5461009261464,2.9480630604038067
47,8.31579133388371,0.0007605270002386533,0.009990567341446877,0.0,5.513945579528809,38.93577965742739,85.77684998951773,0.0,0.0,0.0,8.31579133388371,85.77684998951773,2.4717167943650145,80.838315725468,85.77684998951774,80.838315725468,0.0,742.8885947182822,200,0.0,0.0,-0.0008570979116484523,50,47,47,47,168.70269412772603,0.0,2.4717167943650145,742.8885947182822,50,38.93577965742739,85.77684998951774,5.861400273041709,9600000,200,-9.657091140979901e-05,168.70269412772603,0.0,47,831.2263601418805,831.2263601418805,5.861400273041709
48,10.225519096019617,0.00029373453071457334,0.006461923010647297,0.0,5.52363920211792,69.31947465013795,38.65950084119368,0.0,0.0,0.0,10.225519096019617,38.65950084119368,2.847117873215653,137.57268651838172,38.65950084119367,137.57268651838172,0.0,861.1055314157541,200,0.0,0.0,1.985289782169275e-05,50,48,48,48,72.96748490425568,0.0,2.847117873215653,861.1055314157541,50,69.31947465013795,38.65950084119367,3.824749760363142,9800000,200,0.0003135874285362661,72.96748490425568,0.0,48,368.98279231363324,368.98279231363324,3.824749760363142
49,8.152444486626605,0.0005078192916698754,0.006740094628185034,0.0,5.4840192794799805,41.375791181898975,58.2614649968053,0.0,0.0,0.0,8.152444486626605,58.2614649968053,4.502800079030685,81.99004807992674,58.26146499680528,81.99004807992674,0.0,762.3559854277058,200,0.0,0.0,-0.0014679459854960442,50,49,49,49,129.48389275926124,0.0,4.502800079030685,762.3559854277058,50,41.375791181898975,58.26146499680528,2.6737407308150667,10000000,200,-0.0009601266938261688,129.48389275926124,0.0,49,781.5275511076021,781.5275511076021,2.6737407308150667
50,9.90530939438646,0.00037890281237196177,0.006485039833933115,0.0,5.486617565155029,46.675027745836196,50.378441475915125,0.0,0.0,0.0,9.90530939438646,50.378441475915125,3.1833835215603985,117.70475878897618,50.3784414759151,117.70475878897618,0.0,906.2860594732483,200,0.0,0.0,-0.0002902259584516287,50,50,50,50,138.98651390723052,0.0,3.1833835215603985,906.2860594732483,50,46.675027745836196,50.3784414759151,3.2647854656751387,10200000,200,8.867685392033309e-05,138.98651390723052,0.0,50,954.1205832489863,954.1205832489863,3.2647854656751387
51,11.059933160530314,0.0005555756506510079,0.006687336601316929,0.0,5.526424407958984,65.47003653793668,49.52436926082662,0.0,0.0,0.0,11.059933160530314,49.52436926082662,3.682471879596605,141.91252595564174,49.52436926082663,141.91252595564174,0.0,1192.5635603827561,200,0.0,0.0,0.0004922323278151453,50,51,51,51,109.95536306659766,0.0,3.682471879596605,1192.5635603827561,50,65.47003653793668,49.52436926082663,4.553679011097562,10400000,200,0.0010478079784661531,109.95536306659766,0.0,51,728.0800898126076,728.0800898126076,4.553679011097562
52,10.783057906269496,0.0003058206202695146,0.009984376840293407,0.0,5.5207343101501465,69.66639873719204,58.612225566158486,0.0,0.0,0.0,10.783057906269496,58.612225566158486,3.43296190255969,163.07227733195106,58.612225566158486,163.07227733195106,0.0,1173.4601093211672,200,0.0,0.0,-0.00038481494993902743,50,52,52,52,94.99616794241702,0.0,3.43296190255969,1173.4601093211672,50,69.66639873719204,58.612225566158486,6.088849973727537,10600000,200,-7.899432966951281e-05,94.99616794241702,0.0,52,450.78945182064666,450.78945182064666,6.088849973727537
53,11.05556579317853,0.00046653967001475394,0.00996311753988266,0.0,5.499565601348877,56.64670314103543,28.99966156067011,0.0,0.0,0.0,11.05556579317853,28.99966156067011,2.8447169721794583,120.20288984513081,28.999661560670116,120.20288984513081,0.0,970.865534494523,200,0.0,0.0,-0.0008454145863652229,50,53,53,53,31.967110353663386,0.0,2.8447169721794583,970.865534494523,50,56.64670314103543,28.999661560670116,3.0488415524534593,10800000,200,-0.000378874916350469,31.967110353663386,0.0,53,188.08673895729504,188.08673895729504,3.0488415524534593
54,8.831191143837902,0.0006490435043815523,0.009845343418419361,0.0,5.527270793914795,49.67478478390922,66.66573324830237,0.0,0.0,0.0,8.831191143837902,66.66573324830237,3.3568313257973204,111.86748142817186,66.6657332483024,111.86748142817186,0.0,843.4962095181529,200,0.0,0.0,-0.000255747843766585,50,54,54,54,156.12702211360937,0.0,3.3568313257973204,843.4962095181529,50,49.67478478390922,66.6657332483024,3.781578060585952,11000000,200,0.00039329566061496735,156.12702211360937,0.0,54,765.9282848783411,765.9282848783411,3.781578060585952
55,12.10402044314404,0.000267616989731323,0.0066335671581327915,0.0,5.526184558868408,77.9649417744271,102.32433186982685,0.0,0.0,0.0,12.10402044314404,102.32433186982685,3.5911680547701823,164.2495013035991,102.32433186982684,164.2495013035991,0.0,982.1947661305387,200,0.0,0.0,-0.0003008646017406136,50,55,55,55,221.44700214478016,0.0,3.5911680547701823,982.1947661305387,50,77.9649417744271,102.32433186982684,4.971181271865796,11200000,200,-3.3247612009290606e-05,221.44700214478016,0.0,55,1099.6365602832163,1099.6365602832163,4.971181271865796
56,12.13533514032109,0.0003531102556735277,0.006426936946809292,0.0,5.506260395050049,69.71294843565629,114.84479943599122,0.0,0.0,0.0,12.13533514032109,114.84479943599122,2.2230660716228696,147.3458702474607,114.84479943599125,147.3458702474607,0.0,891.509269977776,200,0.0,0.0,-0.0006797074456699193,50,56,56,56,196.70754145849367,0.0,2.2230660716228696,891.509269977776,50,69.71294843565629,114.84479943599125,7.88694084840679,11400000,200,-0.00032659718999639153,196.70754145849367,0.0,56,1058.0105804507793,1058.0105804507793,7.88694084840679
57,12.37265861988444,0.0005740810884162784,0.00990098062902689,0.0,5.550407409667969,75.20091426480226,64.28229117125929,0.0,0.0,0.0,12.37265861988444,64.28229117125929,3.356471700213378,157.0716246459078,64.28229117125929,157.0716246459078,0.0,963.5952009221394,200,0.0,0.0,0.00040069996612146497,50,57,57,57,115.55640426583884,0.0,3.356471700213378,963.5952009221394,50,75.20091426480226,64.28229117125929,4.219891254114121,11600000,200,0.0009747810545377433,115.55640426583884,0.0,57,590.8828954596263,590.8828954596263,4.219891254114121
58,11.836184725991155,0.00022294116206467152,0.006664229091256857,0.0,5.503295421600342,68.84361587715475,101.71672318893341,0.0,0.0,0.0,11.836184725991155,101.71672318893341,2.339463116060127,143.16612712558168,101.71672318893341,143.16612712558168,0.0,946.3113570967543,200,0.0,0.0,-0.0009604801307432353,50,58,58,58,175.58746597891974,0.0,2.339463116060127,946.3113570967543,50,68.84361587715475,101.71672318893341,5.4140501015163975,11800000,200,-0.0007375389686785638,175.58746597891974,0.0,58,754.568942394831,754.568942394831,5.4140501015163975
59,12.975905481597879,0.00048410877934657037,0.00968598760664463,0.0,5.523818016052246,80.76670111240341,78.04461590817662,0.0,0.0,0.0,12.975905481597879,78.04461590817662,2.419538556625023,148.2147885362891,78.0446159081766,148.2147885362891,0.0,775.2578650151951,200,0.0,0.0,-0.00023056057398207486,50,59,59,59,158.37553695891626,0.0,2.419538556625023,775.2578650151951,50,80.76670111240341,78.0446159081766,4.52701597397509,12000000,200,0.0002535482053644955,158.37553695891626,0.0,59,715.1083739572181,715.1083739572181,4.52701597397509
60,12.084430518445236,0.0006028692005202174,0.00646403431892395,0.0,5.487569332122803,69.7527531168463,86.48248307282704,0.0,0.0,0.0,12.084430518445236,86.48248307282704,2.8062433950648726,144.6834865233765,86.4824830728271,144.6834865233765,0.0,887.7647694151133,200,0.0,0.0,-0.0015566025394946337,50,60,60,60,160.03349819842586,0.0,2.8062433950648726,887.7647694151133,50,69.7527531168463,86.4824830728271,6.581083479083202,12200000,200,-0.0009537333389744163,160.03349819842586,0.0,60,676.7185330299975,676.7185330299975,6.581083479083202
61,14.472244792634632,0.0003493371114018373,0.006482518278062344,0.0,5.4831156730651855,76.2673357070073,95.66053321822052,0.0,0.0,0.0,14.472244792634632,95.66053321822052,2.683788203512783,156.990257143526,95.66053321822054,156.990257143526,0.0,990.3758028772224,200,0.0,0.0,-0.0004521735536400229,50,61,61,61,168.87306188372622,0.0,2.683788203512783,990.3758028772224,50,76.2673357070073,95.66053321822054,4.682448199207624,12400000,200,-0.00010283644223818555,168.87306188372622,0.0,61,748.5071645195441,748.5071645195441,4.682448199207624
62,14.288423402786718,0.00041868261178024113,0.009968562982976437,0.0,5.4612627029418945,78.00113037365578,118.97114346093713,0.0,0.0,0.0,14.288423402786718,118.97114346093713,4.916781013802245,144.51901822891563,118.97114346093713,144.51901822891563,0.0,862.4329889868083,200,0.0,0.0,-0.0006861778674647212,50,62,62,62,212.5803319527186,0.0,4.916781013802245,862.4329889868083,50,78.00113037365578,118.97114346093713,5.643233816733699,12600000,200,-0.00026749525568448007,212.5803319527186,0.0,62,958.4008742864307,958.4008742864307,5.643233816733699
63,14.437831630571782,0.00039304444362642244,0.009563906118273735,0.0,5.5019426345825195,79.85470375118786,104.37803094739553,0.0,0.0,0.0,14.437831630571782,104.37803094739553,2.831571859607428,171.9291134437002,104.37803094739553,171.9291134437002,0.0,1078.2900811692973,200,0.0,0.0,6.19032871327363e-05,50,63,63,63,183.320749942625,0.0,2.831571859607428,1078.2900811692973,50,79.85470375118786,104.37803094739553,10.003848817471509,12800000,200,0.00045494773075915873,183.320749942625,0.0,63,785.4480066749853,785.4480066749853,10.003848817471509
64,15.376470376164148,0.0007317313575185835,0.009884578175842762,0.0,5.565433025360107,94.00484145431663,91.70606409113861,0.0,0.0,0.0,15.376470376164148,91.70606409113861,5.141651604881513,189.45324375592136,91.70606409113863,189.45324375592136,0.0,901.1079838017746,200,0.0,0.0,0.0008332414436154068,50,64,64,64,203.0848510664939,0.0,5.141651604881513,901.1079838017746,50,94.00484145431663,91.70606409113863,4.283430975299498,13000000,200,0.0015649728011339903,203.0848510664939,0.0,64,865.1848119399504,865.1848119399504,4.283430975299498
65,18.42608981067184,0.0003654619795270264,0.009992999956011772,0.0,5.554089546203613,134.45170890290763,97.73607428280309,0.0,0.0,0.0,18.42608981067184,97.73607428280309,5.640710745573157,239.52441790241517,97.73607428280312,239.52441790241517,0.0,918.0965935170383,200,0.0,0.0,-0.0004971268936060369,50,65,65,65,168.5352456154495,0.0,5.640710745573157,918.0965935170383,50,134.45170890290763,97.73607428280312,9.140329049593554,13200000,200,-0.0001316649140790105,168.5352456154495,0.0,65,658.9273167216243,658.9273167216243,9.140329049593554
66,20.582191946884137,0.000424806828959845,0.009814964607357979,0.0,5.588504314422607,159.0340308461036,99.10940202023814,0.0,0.0,0.0,20.582191946884137,99.10940202023814,4.297964262047728,264.0650382219922,99.10940202023816,264.0650382219922,0.0,1039.2672032588646,200,0.0,0.0,0.0001279992429772392,50,66,66,66,178.99701657548007,0.0,4.297964262047728,1039.2672032588646,50,159.0340308461036,99.10940202023816,4.510446920415452,13400000,200,0.0005528060719370842,178.99701657548007,0.0,66,784.0655456814287,784.0655456814287,4.510446920415452
67,15.362011872040206,0.0005168616407900117,0.009977882727980614,0.0,5.586852550506592,104.94451880281787,101.00943689286547,0.0,0.0,0.0,15.362011872040206,101.00943689286547,3.013102553049778,193.27195883347943,101.00943689286552,193.27195883347943,0.0,911.4226542861256,200,0.0,0.0,-0.0005555442767217755,50,67,67,67,166.5510877504792,0.0,3.013102553049778,911.4226542861256,50,104.94451880281787,101.00943689286552,11.323150595604528,13600000,200,-3.86826359317638e-05,166.5510877504792,0.0,67,752.4573215860637,752.4573215860637,11.323150595604528
68,13.15242119047285,0.0002600264851935208,0.006547926459461451,0.0,5.551213264465332,81.48838575388089,78.50136951461863,0.0,0.0,0.0,13.15242119047285,78.50136951461863,4.5598766061337015,162.76510768920173,78.50136951461862,162.76510768920173,0.0,988.780938959513,200,0.0,0.0,-0.0007751843659207225,50,68,68,68,161.21270351893438,0.0,4.5598766061337015,988.780938959513,50,81.48838575388089,78.50136951461862,7.157986675917891,13800000,200,-0.0005151578807272017,161.21270351893438,0.0,68,888.0102880250083,888.0102880250083,7.157986675917891
69,11.28812192174214,0.000430630287155509,0.009665441699326038,0.0,5.610340595245361,75.76414700785801,22.275258442055506,0.0,0.0,0.0,11.28812192174214,22.275258442055506,6.552238573614378,169.1682795101506,22.275258442055502,169.1682795101506,0.0,837.2765334092609,200,0.0,0.0,0.0005134145030751824,50,69,69,69,12.480700161365672,0.0,6.552238573614378,837.2765334092609,50,75.76414700785801,22.275258442055502,5.4335664816900815,14000000,200,0.0009440447902306914,12.480700161365672,0.0,69,95.46151021331718,95.46151021331718,5.4335664816900815
70,11.602360257451153,0.0006230541912373155,0.009835292585194111,0.0,5.62552547454834,58.69568557462119,37.68469783520528,0.0,0.0,0.0,11.602360257451153,37.68469783520528,4.11209788397939,113.26714424799763,37.68469783520528,113.26714424799763,0.0,776.1488856946125,200,0.0,0.0,-0.0002537878754083067,50,70,70,70,88.23814222396419,0.0,4.11209788397939,776.1488856946125,50,58.69568557462119,37.68469783520528,4.157215089799289,14200000,200,0.0003692663158290088,88.23814222396419,0.0,70,650.4089541643364,650.4089541643364,4.157215089799289
71,11.281082952620126,0.0005851640598848462,0.006637348793447018,0.0,5.589735507965088,71.90430596544623,110.73945657069663,0.0,0.0,0.0,11.281082952620126,110.73945657069663,3.664042189523065,138.7421948356079,110.73945657069663,138.7421948356079,0.0,779.4048483868436,200,0.0,0.0,-0.0019016129663214087,50,71,71,71,211.21303547391517,0.0,3.664042189523065,779.4048483868436,50,71.90430596544623,110.73945657069663,3.266356572471745,14400000,200,-0.0013164489064365625,211.21303547391517,0.0,71,844.4007332378609,844.4007332378609,3.266356572471745
72,12.60278335249959,0.000449868757641525,0.00990158412605524,0.0,5.590423107147217,83.75300550398384,81.83253620286929,0.0,0.0,0.0,12.60278335249959,81.83253620286929,3.4231211150119045,156.88990310318653,81.83253620286929,156.88990310318653,0.0,706.5962219203086,200,0.0,0.0,-0.0004337080754339695,50,72,72,72,136.5692299211146,0.0,3.4231211150119045,706.5962219203086,50,83.75300550398384,81.83253620286929,3.626693764360501,14600000,200,1.616068220755551e-05,136.5692299211146,0.0,72,714.9341618443782,714.9341618443782,3.626693764360501
73,13.513487491533635,0.0003164508962072432,0.006599889136850834,0.0,5.54417085647583,78.757030390399,116.92804276009382,0.0,0.0,0.0,13.513487491533635,116.92804276009382,2.8593968861029175,140.57942953315677,116.92804276009382,140.57942953315677,0.0,699.3795649277646,200,0.0,0.0,-0.0009069110965356231,50,73,73,73,194.63886566922443,0.0,2.8593968861029175,699.3795649277646,50,78.757030390399,116.92804276009382,3.919723826030981,14800000,200,-0.0005904602003283799,194.63886566922443,0.0,73,742.0855402605023,742.0855402605023,3.919723826030981
74,14.575498221567987,0.0004090078509761952,0.009836321696639061,0.0,5.534149169921875,91.45739793903361,93.53537879328422,0.0,0.0,0.0,14.575498221567987,93.53537879328422,3.669176523850521,165.35988715477683,93.53537879328425,165.35988715477683,0.0,839.6456412211701,200,0.0,0.0,-0.000501111731864512,50,74,74,74,177.7312720798146,0.0,3.669176523850521,839.6456412211701,50,91.45739793903361,93.53537879328425,5.675171884072447,15000000,200,-9.210388088831678e-05,177.7312720798146,0.0,74,744.0088430212825,744.0088430212825,5.675171884072447
75,13.200359800277845,0.0005136540275998414,0.00998055748641491,0.0,5.595475196838379,81.07331979338323,56.1318248000648,0.0,0.0,0.0,13.200359800277845,56.1318248000648,4.590099623808411,169.47534682299235,56.13182480006481,169.47534682299235,0.0,831.4930966287042,200,0.0,0.0,0.000686638813931495,50,75,75,75,103.15482481583467,0.0,4.590099623808411,831.4930966287042,50,81.07331979338323,56.13182480006481,3.1549037442289354,15200000,200,0.0012002928415313363,103.15482481583467,0.0,75,460.08487821813355,460.08487821813355,3.1549037442289354
76,14.64610186806161,0.0003018347779288888,0.006549481302499771,0.0,5.570995807647705,89.87134700512686,66.25129910907302,0.0,0.0,0.0,14.64610186806161,66.25129910907302,4.465049885519474,174.34718549378758,66.25129910907302,174.34718549378758,0.0,806.9196388769537,200,0.0,0.0,-0.0005997117841616273,50,76,76,76,126.15105680434151,0.0,4.465049885519474,806.9196388769537,50,89.87134700512686,66.25129910907302,4.285644317070654,15400000,200,-0.0002978770062327385,126.15105680434151,0.0,76,576.4662666445544,576.4662666445544,4.285644317070654
77,11.827107380245275,0.0005402603273978457,0.009805599227547646,0.0,5.597365856170654,64.91542722369411,69.45722750008522,0.0,0.0,0.0,11.827107380245275,69.45722750008522,4.401353542561727,134.43421839030864,69.4572275000852,134.43421839030864,0.0,831.3142372765208,200,0.0,0.0,-8.620873268228024e-05,50,77,77,77,138.99656331871188,0.0,4.401353542561727,831.3142372765208,50,64.91542722369411,69.4572275000852,5.405418614564955,15600000,200,0.00045405159471556544,138.99656331871188,0.0,77,710.4317466611147,710.4317466611147,5.405418614564955
78,11.832964793193868,0.0004055048048030585,0.006650813855230808,0.0,5.588455677032471,69.08620180803588,46.89623191772923,0.0,0.0,0.0,11.832964793193868,46.89623191772923,4.13263681201168,154.48773841148116,46.89623191772923,154.48773841148116,0.0,858.7716131868947,200,0.0,0.0,-0.0006414729868993163,50,78,78,78,103.95013665249516,0.0,4.13263681201168,858.7716131868947,50,69.08620180803588,46.89623191772923,3.2424222041343675,15800000,200,-0.0002359681820962578,103.95013665249516,0.0,78,645.9105908470498,645.9105908470498,3.2424222041343675
79,12.846851363419313,0.0004705279352492653,0.009725919924676418,0.0,5.586663246154785,68.01804500131732,36.726309188874055,0.0,0.0,0.0,12.846851363419313,36.726309188874055,3.6271121849102355,144.87759508929264,36.72630918887407,144.87759508929264,0.0,843.8183014684371,200,0.0,0.0,-0.0005109742050990462,50,79,79,79,74.85300497647536,0.0,3.6271121849102355,843.8183014684371,50,68.01804500131732,36.72630918887407,5.513489779826407,16000000,200,-4.044626984978095e-05,74.85300497647536,0.0,79,460.89323954282594,460.89323954282594,5.513489779826407
80,10.070775670656205,0.00047662423457950354,0.006675553508102894,0.0,5.555025577545166,50.98812915707185,72.72830953225792,0.0,0.0,0.0,10.070775670656205,72.72830953225792,4.451510491009742,114.27059451368004,72.72830953225795,114.27059451368004,0.0,746.4851789300164,200,0.0,0.0,-0.001040521077811718,50,80,80,80,133.09571822862588,0.0,4.451510491009742,746.4851789300164,50,50.98812915707185,72.72830953225795,5.5131004907779495,16200000,200,-0.0005638968432322145,133.09571822862588,0.0,80,758.2756310287355,758.2756310287355,5.5131004907779495
